wrong 	spelling 	7.5secs 	ninety 	n_____ 	!= 	_nnety 	RunAve=runAve spelling: 0/1  0% 7.5secs 	Tue Jan 12 2021 21:58:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	hush 	h___ 	== 	_ush 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Tue Jan 12 2021 22:59:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	whine 	w____ 	== 	_hine 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Tue Jan 12 2021 22:59:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	stolen 	sto___ 	== 	___len 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Tue Jan 12 2021 23:00:17 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	11 * 12 	What is 11 * 12? 	== 	132 	RunAve=runAve math: 24/25 96% 1.9secs 	Tue Jan 12 2021 23:00:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	record 	re____ 	== 	__cord 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Tue Jan 12 2021 23:03:57 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	6 * 7 	What is 6 * 7? 	== 	42 	RunAve=runAve math: 24/25 96% 1.9secs 	Tue Jan 12 2021 23:04:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	drift 	d____ 	== 	_rift 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Tue Jan 12 2021 23:05:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	decline 	d______ 	== 	_ecline 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Tue Jan 12 2021 23:05:56 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	2 * 2 	What is 2 * 2? 	== 	4 	RunAve=runAve math: 24/25 96% 2.0secs 	Tue Jan 12 2021 23:06:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	filbert 	fi_____ 	== 	__lbert 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Tue Jan 12 2021 23:06:59 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	dock 	d___ 	== 	_ock 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Tue Jan 12 2021 23:07:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	hid 	h__ 	== 	_id 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Tue Jan 12 2021 23:07:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	boon 	b___ 	== 	_oon 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Tue Jan 12 2021 23:07:57 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	9 * 5 	What is 9 * 5? 	== 	45 	RunAve=runAve math: 24/25 96% 2.0secs 	Tue Jan 12 2021 23:08:17 GMT-0600 (Central Standard Time)
correct 	spelling 	6.0secs 	forsake 	fors___ 	== 	____ake 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:09:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	hone 	h___ 	== 	_one 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:09:18 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	smitten 	sm_____ 	== 	__itten 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:09:38 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	relent 	rel___ 	== 	___ent 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:09:58 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	6 + 7 	What is 6 + 7? 	== 	13 	RunAve=runAve math: 24/25 96% 2.0secs 	Tue Jan 12 2021 23:10:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	town 	t___ 	== 	_own 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:10:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	dot 	d__ 	== 	_ot 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:10:56 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	3 * 11 	What is 3 * 11? 	== 	33 	RunAve=runAve math: 25/25 100% 2.0secs 	Tue Jan 12 2021 23:11:17 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	9 * 12 	What is 9 * 12? 	== 	108 	RunAve=runAve math: 25/25 100% 2.1secs 	Tue Jan 12 2021 23:11:37 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	11 + -8 	What is 11 + -8? 	== 	3 	RunAve=runAve math: 25/25 100% 2.1secs 	Tue Jan 12 2021 23:11:58 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	2 - 11 	What is 2 - 11? 	== 	-9 	RunAve=runAve math: 25/25 100% 2.1secs 	Tue Jan 12 2021 23:12:17 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	8 * 7 	What is 8 * 7? 	== 	56 	RunAve=runAve math: 25/25 100% 2.1secs 	Tue Jan 12 2021 23:12:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	puddle 	p_____ 	== 	_uddle 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:12:58 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	head 	h___ 	== 	_ead 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:13:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	harsh 	h____ 	== 	_arsh 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:13:37 GMT-0600 (Central Standard Time)
wrong 	math 	2.4secs 	1 + -3 	What is 1 + -3? 	!= 	-3 	RunAve=runAve math: 24/25 96% 2.1secs 	Tue Jan 12 2021 23:13:57 GMT-0600 (Central Standard Time)
wrong 	math 	0.6secs 	1 + -5 	What is 1 + -5? 	!= 	0 	RunAve=runAve math: 23/25 92% 2.1secs 	Tue Jan 12 2021 23:14:16 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	1 + -4 	What is 1 + -4? 	== 	-3 	RunAve=runAve math: 23/25 92% 2.1secs 	Tue Jan 12 2021 23:14:37 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	1 + -3 	What is 1 + -3? 	== 	-2 	RunAve=runAve math: 23/25 92% 2.1secs 	Tue Jan 12 2021 23:14:57 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	1 + -7 	What is 1 + -7? 	== 	-6 	RunAve=runAve math: 23/25 92% 2.1secs 	Tue Jan 12 2021 23:15:17 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	1 + -6 	What is 1 + -6? 	== 	-5 	RunAve=runAve math: 23/25 92% 2.1secs 	Tue Jan 12 2021 23:15:37 GMT-0600 (Central Standard Time)
wrong 	math 	0.3secs 	1 + -5 	What is 1 + -5? 	!= 	-2 	RunAve=runAve math: 22/25 88% 2.0secs 	Tue Jan 12 2021 23:15:56 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	1 + -7 	What is 1 + -7? 	== 	-6 	RunAve=runAve math: 22/25 88% 2.0secs 	Tue Jan 12 2021 23:16:17 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	1 + -5 	What is 1 + -5? 	== 	-4 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:16:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	mine 	m___ 	== 	_ine 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:17:17 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	81 / 9 	What is 81 / 9? 	== 	9 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:17:38 GMT-0600 (Central Standard Time)
correct 	math 	4.4secs 	2 * 3 	What is 2 * 3? 	== 	6 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:18:00 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	8 + 9 	What is 8 + 9? 	== 	17 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:18:17 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	12 * 2 	What is 12 * 2? 	== 	24 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:18:37 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	11 * 1 	What is 11 * 1? 	== 	11 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:18:57 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	spill 	s____ 	== 	_pill 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:19:19 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	snap 	s___ 	== 	_nap 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Tue Jan 12 2021 23:19:37 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	6 * 4 	What is 6 * 4? 	== 	24 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:19:57 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	fence 	fe___ 	== 	__nce 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:20:17 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	10 * -3 	What is 10 * -3? 	== 	-30 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:20:37 GMT-0600 (Central Standard Time)
correct 	math 	3.2secs 	12 - 10 	What is 12 - 10? 	== 	2 	RunAve=runAve math: 22/25 88% 2.0secs 	Tue Jan 12 2021 23:20:59 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	11 + 9 	What is 11 + 9? 	== 	20 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:21:17 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	11 * 11 	What is 11 * 11? 	== 	121 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:21:37 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	12 * 11 	What is 12 * 11? 	== 	132 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:21:57 GMT-0600 (Central Standard Time)
wrong 	math 	0.5secs 	4 * 6 	What is 4 * 6? 	!= 	21 	RunAve=runAve math: 21/25 84% 1.9secs 	Tue Jan 12 2021 23:22:16 GMT-0600 (Central Standard Time)
wrong 	math 	0.4secs 	4 * 4 	What is 4 * 4? 	!= 	30 	RunAve=runAve math: 20/25 80% 1.8secs 	Tue Jan 12 2021 23:22:36 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	4 * 5 	What is 4 * 5? 	== 	20 	RunAve=runAve math: 20/25 80% 1.8secs 	Tue Jan 12 2021 23:22:57 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	4 * 6 	What is 4 * 6? 	== 	24 	RunAve=runAve math: 20/25 80% 1.8secs 	Tue Jan 12 2021 23:23:17 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	4 * 2 	What is 4 * 2? 	== 	8 	RunAve=runAve math: 20/25 80% 1.8secs 	Tue Jan 12 2021 23:23:37 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	4 * 3 	What is 4 * 3? 	== 	12 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:23:57 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	4 * 4 	What is 4 * 4? 	== 	16 	RunAve=runAve math: 22/25 88% 1.8secs 	Tue Jan 12 2021 23:24:17 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	-12 - -7 	What is -12 - -7? 	== 	-5 	RunAve=runAve math: 22/25 88% 1.8secs 	Tue Jan 12 2021 23:24:37 GMT-0600 (Central Standard Time)
wrong 	math 	1.8secs 	1 * 6 	What is 1 * 6? 	!= 	7 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:24:57 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	1 * 4 	What is 1 * 4? 	== 	4 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:25:18 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	1 * 5 	What is 1 * 5? 	== 	5 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:25:37 GMT-0600 (Central Standard Time)
wrong 	math 	1.9secs 	1 * 6 	What is 1 * 6? 	!= 	24 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:25:57 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	1 * 4 	What is 1 * 4? 	== 	4 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:26:17 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	1 * 5 	What is 1 * 5? 	== 	5 	RunAve=runAve math: 21/25 84% 1.8secs 	Tue Jan 12 2021 23:26:37 GMT-0600 (Central Standard Time)
wrong 	math 	0.2secs 	1 * 6 	What is 1 * 6? 	!= 	14 	RunAve=runAve math: 20/25 80% 1.7secs 	Tue Jan 12 2021 23:26:56 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	1 * 4 	What is 1 * 4? 	== 	4 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:27:17 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	1 * 5 	What is 1 * 5? 	== 	5 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:27:37 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	1 * 6 	What is 1 * 6? 	== 	6 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:27:57 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	4 + 1 	What is 4 + 1? 	== 	5 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:28:38 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	ban 	b__ 	== 	_an 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:28:58 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	expert 	exp___ 	== 	___ert 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:29:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	brag 	b___ 	== 	_rag 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:29:39 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	2 * 8 	What is 2 * 8? 	== 	16 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:29:57 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	1 * 7 	What is 1 * 7? 	== 	7 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:30:17 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	8 * 0 	What is 8 * 0? 	== 	0 	RunAve=runAve math: 20/25 80% 1.5secs 	Tue Jan 12 2021 23:31:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	coach 	c____ 	== 	_oach 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:31:38 GMT-0600 (Central Standard Time)
correct 	math 	3.5secs 	4 * 9 	What is 4 * 9? 	== 	36 	RunAve=runAve math: 20/25 80% 1.6secs 	Tue Jan 12 2021 23:31:59 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	7 * 12 	What is 7 * 12? 	== 	84 	RunAve=runAve math: 20/25 80% 1.7secs 	Tue Jan 12 2021 23:32:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	craze 	cr___ 	== 	__aze 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:32:38 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	8 * 2 	What is 8 * 2? 	== 	16 	RunAve=runAve math: 20/25 80% 1.7secs 	Tue Jan 12 2021 23:32:57 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	8 * 2 	What is 8 * 2? 	== 	16 	RunAve=runAve math: 21/25 84% 1.7secs 	Tue Jan 12 2021 23:33:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	tumbler 	t______ 	== 	_umbler 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:33:38 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	defendant 	d________ 	== 	_efendant 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:33:59 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	cheat 	ch___ 	== 	__eat 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:34:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	majesty 	m______ 	== 	_ajesty 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:34:39 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	3 + 7 	What is 3 + 7? 	== 	10 	RunAve=runAve math: 22/25 88% 1.8secs 	Tue Jan 12 2021 23:34:57 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	6 - 2 	What is 6 - 2? 	== 	4 	RunAve=runAve math: 22/25 88% 1.8secs 	Tue Jan 12 2021 23:35:18 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	0 + 9 	What is 0 + 9? 	== 	9 	RunAve=runAve math: 22/25 88% 1.8secs 	Tue Jan 12 2021 23:35:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	depict 	dep___ 	== 	___ict 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:35:58 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	0 * -12 	What is 0 * -12? 	== 	0 	RunAve=runAve math: 22/25 88% 1.8secs 	Tue Jan 12 2021 23:36:17 GMT-0600 (Central Standard Time)
correct 	math 	4.6secs 	48 / 4 	What is 48 / 4? 	== 	12 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:36:40 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	road 	r___ 	== 	_oad 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:37:19 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	pop 	p__ 	== 	_op 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Tue Jan 12 2021 23:37:37 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	11 * 2 	What is 11 * 2? 	== 	22 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:40:38 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	flush 	f____ 	== 	_lush 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Tue Jan 12 2021 23:41:39 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	4 - 12 	What is 4 - 12? 	== 	-8 	RunAve=runAve math: 22/25 88% 1.9secs 	Tue Jan 12 2021 23:42:58 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 1/1 100% 2.8secs 	Fri Jan 15 2021 19:56:00 GMT-0600 (Central Standard Time)
correct 	math 	5.8secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 1/1 100% 5.8secs 	Fri Jan 15 2021 23:42:10 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 2/2 100% 3.7secs 	Fri Jan 15 2021 23:42:26 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	middle 	mid___ 	== 	___dle 	RunAve=runAve spelling: 1/1 100% 3.0secs 	Fri Jan 15 2021 23:42:47 GMT-0600 (Central Standard Time)
correct 	math 	2.9secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math: 3/3 100% 3.4secs 	Fri Jan 15 2021 23:43:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	bank 	b___ 	== 	_ank 	RunAve=runAve spelling: 2/2 100% 2.8secs 	Fri Jan 15 2021 23:43:27 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	seam 	s___ 	== 	_eam 	RunAve=runAve spelling: 3/3 100% 3.3secs 	Fri Jan 15 2021 23:43:49 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 4/4 100% 2.9secs 	Fri Jan 15 2021 23:44:05 GMT-0600 (Central Standard Time)
correct 	math 	4.3secs 	3 ^ 0 	What is 3 ^ 0? 	== 	1 	RunAve=runAve math: 5/5 100% 3.2secs 	Fri Jan 15 2021 23:47:28 GMT-0600 (Central Standard Time)
correct 	spelling 	5.5secs 	soap 	s___ 	== 	_oap 	RunAve=runAve spelling: 4/4 100% 3.9secs 	Fri Jan 15 2021 23:47:50 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	roast 	r____ 	== 	_oast 	RunAve=runAve spelling: 5/5 100% 3.5secs 	Fri Jan 15 2021 23:48:06 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 6/6 100% 3.1secs 	Fri Jan 15 2021 23:48:27 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	printer 	p______ 	== 	_rinter 	RunAve=runAve spelling: 6/6 100% 3.4secs 	Fri Jan 15 2021 23:48:47 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	rumble 	r_____ 	== 	_umble 	RunAve=runAve spelling: 7/7 100% 3.1secs 	Fri Jan 15 2021 23:50:06 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 7/7 100% 3.0secs 	Fri Jan 15 2021 23:51:26 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	chop 	c___ 	== 	_hop 	RunAve=runAve spelling: 8/8 100% 3.1secs 	Fri Jan 15 2021 23:51:47 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	capital 	cap____ 	== 	___ital 	RunAve=runAve spelling: 9/9 100% 3.1secs 	Fri Jan 15 2021 23:52:07 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 8/8 100% 2.9secs 	Fri Jan 15 2021 23:52:26 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 9/9 100% 2.8secs 	Fri Jan 15 2021 23:55:47 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math: 10/10 100% 2.8secs 	Fri Jan 15 2021 23:56:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	spawn 	s____ 	== 	_pawn 	RunAve=runAve spelling: 10/10 100% 3.0secs 	Fri Jan 15 2021 23:56:27 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	putrid 	p_____ 	== 	_utrid 	RunAve=runAve spelling: 11/11 100% 3.0secs 	Fri Jan 15 2021 23:56:47 GMT-0600 (Central Standard Time)
correct 	spelling 	5.6secs 	harm 	h___ 	== 	_arm 	RunAve=runAve spelling: 12/12 100% 3.2secs 	Fri Jan 15 2021 23:57:10 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 11/11 100% 2.7secs 	Fri Jan 15 2021 23:57:26 GMT-0600 (Central Standard Time)
correct 	math 	3.4secs 	12 ^ 2 	What is 12 ^ 2? 	== 	144 	RunAve=runAve math: 12/12 100% 2.7secs 	Fri Jan 15 2021 23:57:48 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 13/13 100% 2.7secs 	Fri Jan 15 2021 23:58:06 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 14/14 100% 2.6secs 	Fri Jan 15 2021 23:58:26 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 15/15 100% 2.6secs 	Fri Jan 15 2021 23:58:47 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 16/16 100% 2.6secs 	Fri Jan 15 2021 23:59:07 GMT-0600 (Central Standard Time)
correct 	spelling 	3.8secs 	porch 	p____ 	== 	_orch 	RunAve=runAve spelling: 13/13 100% 3.3secs 	Fri Jan 15 2021 23:59:28 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 17/17 100% 2.6secs 	Fri Jan 15 2021 23:59:47 GMT-0600 (Central Standard Time)
correct 	spelling 	7.7secs 	bitten 	b_____ 	== 	_itten 	RunAve=runAve spelling: 14/14 100% 3.6secs 	Sat Jan 16 2021 00:00:12 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	remain 	r_____ 	== 	_emain 	RunAve=runAve spelling: 15/15 100% 3.5secs 	Sat Jan 16 2021 00:00:27 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	bicker 	bic___ 	== 	___ker 	RunAve=runAve spelling: 16/16 100% 3.4secs 	Sat Jan 16 2021 00:00:47 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	desert 	des___ 	== 	___ert 	RunAve=runAve spelling: 17/17 100% 3.4secs 	Sat Jan 16 2021 00:01:07 GMT-0600 (Central Standard Time)
correct 	math 	3.8secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 18/18 100% 2.7secs 	Sat Jan 16 2021 00:01:28 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	bad 	b__ 	== 	_ad 	RunAve=runAve spelling: 18/18 100% 3.3secs 	Sat Jan 16 2021 00:01:46 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 19/19 100% 2.7secs 	Sat Jan 16 2021 00:02:07 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	0 ^ 2 	What is 0 ^ 2? 	== 	0 	RunAve=runAve math: 20/20 100% 2.6secs 	Sat Jan 16 2021 00:02:26 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	3 ^ 1 	What is 3 ^ 1? 	== 	3 	RunAve=runAve math: 21/21 100% 2.6secs 	Sat Jan 16 2021 00:02:47 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	froth 	f____ 	== 	_roth 	RunAve=runAve spelling: 19/19 100% 3.3secs 	Sat Jan 16 2021 00:03:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	mix 	m__ 	== 	_ix 	RunAve=runAve spelling: 20/20 100% 3.2secs 	Sat Jan 16 2021 00:03:27 GMT-0600 (Central Standard Time)
